Datum,we1_meter,we2_meter,general_meter,pv_meter,sum_meter
2025-08-07 07:18:08,31.283,,,204.20133494997197,-34.239334949971976
2025-08-07 07:18:09,,,135.993,204.60063599114775,-34.616635991147774
2025-08-07 07:33:07,31.32,,136.02,205.0551216939933,-35.0071216939933
2025-08-07 07:38:11,,2.709,,205.5640548810366,-35.515054881036605
2025-08-07 07:48:08,,,136.036,206.1266100607872,-36.06161006078719
2025-08-07 08:03:08,31.425,2.71,136.053,206.7418747666863,-36.553874766686306
2025-08-07 08:18:07,31.448,,136.069,207.40885103713103,-37.181851037131054
2025-08-07 08:33:07,,,136.086,208.1264570341717,-37.882457034171665
2025-08-07 08:48:07,31.483,2.71,,208.89352879825688,-38.614528798256885
2025-08-07 08:48:08,,,136.103,209.7088221361802,-39.41282213618021
2025-08-07 09:03:06,31.51,,136.119,210.57101463916612,-40.232014639166124
2025-08-07 09:13:07,,2.71,,211.47870782782186,-41.139707827821866
2025-08-07 09:18:07,31.523,,,212.43042942047614,-42.07842942047614
2025-08-07 09:18:08,,,136.136,213.42463572122534,-43.05563572122534
2025-08-07 09:33:07,,,136.152,214.459714123814,-44.074714123814005
2025-08-07 09:38:08,31.545,,,215.53398572728796,-45.12698572728797
2025-08-07 09:48:07,31.562,2.71,136.169,216.6457080591779,-46.204708059177904
2025-08-07 10:03:07,31.587,2.711,136.185,217.79307790179612,-47.31007790179612
2025-08-07 10:18:07,31.597,2.711,,218.9742342170621,-48.48123421706211
2025-08-07 10:18:08,,,136.218,220.18726116511317,-49.66126116511319
2025-08-07 10:33:06,31.614,2.711,136.241,221.4301912118037,-50.86419121180367
2025-08-07 10:48:07,,,136.258,222.70100832005278,-52.11800832005275
2025-08-07 11:03:06,31.659,2.711,,223.99765121986357,-53.369651219863556
2025-08-07 11:03:07,,,136.274,225.31801675171099,-54.67401675171098
2025-08-07 11:18:06,31.668,,136.291,226.65996327787394,-55.989963277873954
2025-08-07 11:23:07,,2.712,,228.0213141561797,-57.35031415617971
2025-08-07 11:33:06,31.692,2.712,136.307,229.39986127052538,-58.68886127052539
2025-08-07 11:48:06,31.718,,136.324,230.79336861245037,-60.039368612450346
2025-08-07 12:03:11,,,136.342,232.1995759079502,-61.42757590795017
